Measurement Name :,7192023R_run14,,Generated On :,"19/07/2023, 18:55:45",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION

Serial number     : SEBX0009001054      

MUX channel       : ON - 01


PARAMETERS

Sig LED current   : 050

Ref LED current   : 050

Frequency         : 060

Sending interval  : 0000

Pulse lenght      : 06

Red REF comp.     : ON

Temperature comp. : ON


FIRMWARE

ver.4.039.A3.ST   : 04/30/07, 09:14:36

@m01:RDY


",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
"
19.07.23 18:20:32,2.05,209.33,157.86,226.18,,27,969,36.5,27.86,,,,,
19.07.23 18:20:47,2.3,206.78,157.27,222.25,,27,969,36.5,27.83,,,,,
19.07.23 18:21:02,2.55,201.06,154.9,220.95,,27,969,36.5,27.83,,,,,
19.07.23 18:21:17,2.8,196.34,149.01,219.98,,27,969,36.5,27.79,,,,,
19.07.23 18:21:32,3.05,194.46,147.26,222.25,,27,969,36.5,27.76,,,,,
19.07.23 18:21:47,3.3,192.27,145.5,220.63,,27,969,36.5,27.75,,,,,
19.07.23 18:22:02,3.55,190.71,146.09,220.63,,27,969,36.5,27.72,,,,,
19.07.23 18:22:17,3.8,191.96,143.76,219.98,,27,969,36.5,27.68,,,,,
19.07.23 18:22:32,4.05,187.29,144.63,216.41,,27,969,36.5,27.66,,,,,
19.07.23 18:22:47,4.3,183.89,140.85,222.58,,27,969,36.5,27.64,,,,,
19.07.23 18:23:02,4.55,196.65,134.8,221.28,,27,969,36.5,27.61,,,,,
19.07.23 18:23:17,4.8,181.73,137.1,219.65,,27,969,36.5,27.6,,,,,
19.07.23 18:23:32,5.05,181.43,140.27,220.95,,27,969,36.5,27.58,,,,,
19.07.23 18:23:47,5.3,171.96,139.41,222.25,,27,969,36.5,27.55,,,,,
19.07.23 18:24:02,5.55,172.87,140.27,216.73,,27,969,36.5,27.51,,,,,
19.07.23 18:24:17,5.8,171.36,137.67,220.63,,27,969,36.5,27.51,,,,,
19.07.23 18:24:32,6.05,172.27,136.81,219,,27,969,36.5,27.47,,,,,
19.07.23 18:24:47,6.3,166.83,136.23,220.95,,27,969,36.5,27.46,,,,,
19.07.23 18:25:02,6.55,165.93,138.25,218.03,,27,969,36.5,27.43,,,,,
19.07.23 18:25:17,6.8,173.18,137.1,215.76,,27,969,36.5,27.4,,,,,
19.07.23 18:25:32,7.05,172.27,134.51,220.95,,27,969,36.5,27.38,,,,,
19.07.23 18:25:47,7.3,165.93,134.51,220.95,,27,969,36.5,27.36,,,,,
19.07.23 18:26:02,7.55,163.53,135.66,216.73,,27,969,36.5,27.35,,,,,
19.07.23 18:26:17,7.8,158.16,131.36,218.68,,27,969,36.5,27.32,,,,,
19.07.23 18:26:32,8.05,152.83,138.25,216.41,,27,969,36.5,27.29,,,,,
19.07.23 18:26:47,8.3,151.66,130.22,213.19,,27,969,36.5,27.28,,,,,
19.07.23 18:27:02,8.55,149.89,128.23,218.03,,27,969,36.5,27.28,,,,,
19.07.23 18:27:17,8.8,150.77,125.67,216.73,,27,969,36.5,27.24,,,,,
19.07.23 18:27:32,9.05,145.5,125.11,218.35,,27,969,36.5,27.22,,,,,
19.07.23 18:27:47,9.3,145.8,131.36,213.51,,27,969,36.5,27.21,,,,,
19.07.23 18:28:02,9.55,144.63,127.09,218.68,,27,969,36.5,27.19,,,,,
19.07.23 18:28:17,9.8,146.96,124.82,216.09,,27,969,36.5,27.18,,,,,
19.07.23 18:28:32,10.05,140.27,118.35,217.06,,27,969,36.5,27.15,,,,,
19.07.23 18:28:47,10.3,135.95,116.67,213.51,,27,969,36.5,27.14,,,,,
19.07.23 18:29:02,10.55,135.37,123.41,219,,27,969,36.5,27.11,,,,,
19.07.23 18:29:17,10.8,138.54,118.07,216.73,,27,969,36.5,27.1,,,,,
19.07.23 18:29:32,11.05,137.67,116.39,213.19,,27,969,36.5,27.08,,,,,
19.07.23 18:29:47,11.3,131.65,112.49,216.73,,27,969,36.5,27.05,,,,,
19.07.23 18:30:02,11.55,137.96,113.32,210.3,,27,969,36.5,27.04,,,,,
19.07.23 18:30:17,11.8,133.36,112.21,212.54,,27,969,36.5,27.04,,,,,
19.07.23 18:30:32,12.05,130.5,111.1,216.09,,27,969,36.5,27.01,,,,,
19.07.23 18:30:47,12.3,129.08,109.16,217.06,,27,969,36.5,27.01,,,,,
19.07.23 18:31:02,12.55,125.96,107.78,212.54,,27,969,36.5,26.97,,,,,
19.07.23 18:31:17,12.8,126.24,107.23,212.86,,27,969,36.5,26.97,,,,,
19.07.23 18:31:32,13.05,123.69,107.51,211.58,,27,969,36.5,26.93,,,,,
19.07.23 18:31:47,13.3,128.23,105.85,212.86,,27,969,36.5,26.93,,,,,
19.07.23 18:32:02,13.55,120.31,103.93,213.51,,27,969,36.5,26.91,,,,,
19.07.23 18:32:17,13.8,118.91,107.78,214.47,,27,969,36.5,26.9,,,,,
19.07.23 18:32:32,14.05,121.15,102.83,217.38,,27,969,36.5,26.9,,,,,
19.07.23 18:32:47,14.3,114.71,101.74,211.58,,27,969,36.5,26.89,,,,,
19.07.23 18:33:02,14.55,114.71,100.92,216.73,,27,969,36.5,26.88,,,,,
19.07.23 18:33:17,14.8,113.04,105.3,212.54,,27,969,36.5,26.85,,,,,
19.07.23 18:33:32,15.05,112.49,100.92,213.19,,27,969,36.5,26.83,,,,,
19.07.23 18:33:47,15.3,111.65,95.21,213.51,,27,969,36.5,26.83,,,,,
19.07.23 18:34:02,15.55,111.1,90.08,213.83,,27,969,36.5,26.82,,,,,
19.07.23 18:34:17,15.8,114.16,91.43,210.3,,27,969,36.5,26.79,,,,,
19.07.23 18:34:32,16.05,110.82,94.13,212.86,,27,969,36.5,26.79,,,,,
19.07.23 18:34:47,16.3,105.3,90.35,212.22,,27,969,36.5,26.76,,,,,
19.07.23 18:35:02,16.55,106.4,88.47,213.19,,27,969,36.5,26.76,,,,,
19.07.23 18:35:17,16.8,104.75,85.53,211.58,,27,969,36.5,26.74,,,,,
19.07.23 18:35:32,17.05,102.01,85,209.33,,27,969,36.5,26.74,,,,,
19.07.23 18:35:47,17.3,100.1,85,213.83,,27,969,36.5,26.72,,,,,
19.07.23 18:36:02,17.55,107.23,81.54,210.62,,27,969,36.5,26.71,,,,,
19.07.23 18:36:17,17.8,99.28,83.13,209.97,,27,969,36.5,26.69,,,,,
19.07.23 18:36:32,18.05,94.94,81.8,208.7,,27,969,36.5,26.68,,,,,
19.07.23 18:36:47,18.3,99.56,81.01,211.58,,27,969,36.5,26.68,,,,,
19.07.23 18:37:02,18.55,98.74,79.15,212.54,,27,969,36.5,26.65,,,,,
19.07.23 18:37:17,18.8,97.65,78.89,210.94,,27,969,36.5,26.65,,,,,
19.07.23 18:37:32,19.05,93.59,79.68,210.62,,27,969,36.5,26.64,,,,,
19.07.23 18:37:47,19.3,87.94,82.07,210.62,,27,969,36.5,26.61,,,,,
19.07.23 18:38:02,19.55,87.67,78.1,213.51,,27,969,36.5,26.63,,,,,
19.07.23 18:38:17,19.8,86.87,76.78,211.58,,27,969,36.5,26.61,,,,,
19.07.23 18:38:32,20.05,85,74.41,210.94,,27,969,36.5,26.61,,,,,
19.07.23 18:38:47,20.3,86.87,78.62,212.22,,27,969,36.5,26.57,,,,,
19.07.23 18:39:02,20.55,82.6,78.1,208.7,,27,969,36.5,26.57,,,,,
19.07.23 18:39:17,20.8,85.26,75.2,209.97,,27,969,36.5,26.58,,,,,
19.07.23 18:39:32,21.05,83.66,75.46,207.74,,27,969,36.5,26.54,,,,,
19.07.23 18:39:47,21.3,79.68,73.36,208.7,,27,969,36.5,26.54,,,,,
19.07.23 18:40:02,21.55,85,73.62,209.65,,27,969,36.5,26.53,,,,,
19.07.23 18:40:17,21.8,77.83,71.01,213.19,,27,969,36.5,26.53,,,,,
19.07.23 18:40:32,22.05,76.78,69.18,206.78,,27,969,36.5,26.51,,,,,
19.07.23 18:40:47,22.3,76.78,65.54,211.9,,27,969,36.5,26.5,,,,,
19.07.23 18:41:02,22.55,75.99,64.51,209.01,,27,969,36.5,26.51,,,,,
19.07.23 18:41:17,22.8,77.3,67.88,211.9,,27,969,36.5,26.5,,,,,
19.07.23 18:41:32,23.05,72.84,62.7,208.06,,27,969,36.5,26.49,,,,,
19.07.23 18:41:47,23.3,73.62,62.96,208.7,,27,969,36.5,26.47,,,,,
19.07.23 18:42:02,23.55,70.48,61.41,207.74,,27,969,36.5,26.46,,,,,
19.07.23 18:42:17,23.8,69.7,64.76,211.9,,27,969,36.5,26.46,,,,,
19.07.23 18:42:32,24.05,69.44,65.28,208.7,,27,969,36.5,26.43,,,,,
19.07.23 18:42:47,24.3,68.66,59.09,207.1,,27,969,36.5,26.43,,,,,
19.07.23 18:43:02,24.55,67.62,58.33,209.65,,27,969,36.5,26.41,,,,,
19.07.23 18:43:17,24.8,66.58,59.35,210.62,,27,969,36.5,26.41,,,,,
19.07.23 18:43:32,25.05,67.36,57.3,209.33,,27,969,36.5,26.4,,,,,
19.07.23 18:43:47,25.3,64.51,56.79,207.1,,27,969,36.5,26.39,,,,,
19.07.23 18:44:02,25.55,63.99,57.81,207.1,,27,969,36.5,26.39,,,,,
19.07.23 18:44:17,25.8,64.51,57.56,207.42,,27,969,36.5,26.38,,,,,
19.07.23 18:44:32,26.05,60.89,56.53,209.97,,27,969,36.5,26.36,,,,,
19.07.23 18:44:47,26.3,60.38,61.15,204.23,,27,969,36.5,26.36,,,,,
19.07.23 18:45:02,26.55,60.64,58.33,208.38,,27,969,36.5,26.36,,,,,
19.07.23 18:45:17,26.8,59.35,54.49,207.42,,27,969,36.5,26.36,,,,,
19.07.23 18:45:32,27.05,59.35,56.79,205.51,,27,969,36.5,26.33,,,,,
19.07.23 18:45:47,27.3,63.47,56.28,210.94,,27,969,36.5,26.33,,,,,
19.07.23 18:46:02,27.55,64.25,52.71,209.33,,27,969,36.5,26.33,,,,,
19.07.23 18:46:17,27.8,62.96,52.71,211.26,,27,969,36.5,26.33,,,,,
19.07.23 18:46:32,28.05,60.12,53.73,207.1,,27,969,36.5,26.32,,,,,
19.07.23 18:46:47,28.3,56.02,51.69,208.7,,27,969,36.5,26.3,,,,,
19.07.23 18:47:02,28.55,56.28,50.93,207.42,,27,969,36.5,26.29,,,,,
19.07.23 18:47:17,28.8,56.53,54.49,206.46,,27,969,36.5,26.3,,,,,
19.07.23 18:47:32,29.05,55,50.68,205.51,,27,969,36.5,26.28,,,,,
19.07.23 18:47:47,29.3,59.86,49.67,206.14,,27,969,36.5,26.28,,,,,
19.07.23 18:48:02,29.55,60.12,53.73,206.78,,27,969,36.5,26.28,,,,,
19.07.23 18:48:17,29.8,53.98,47.9,204.87,,27,969,36.5,26.28,,,,,
19.07.23 18:48:32,30.05,53.98,47.64,203.92,,27,969,36.5,26.26,,,,,
19.07.23 18:48:47,30.3,51.19,47.14,206.14,,27,969,36.5,26.26,,,,,
19.07.23 18:49:02,30.55,55.26,46.64,209.33,,27,969,36.5,26.24,,,,,
19.07.23 18:49:17,30.8,57.3,46.64,203.92,,27,969,36.5,26.24,,,,,
19.07.23 18:49:32,31.05,49.41,46.89,208.7,,27,969,36.5,26.25,,,,,
19.07.23 18:49:47,31.3,51.44,49.92,203.28,,27,969,36.5,26.22,,,,,
19.07.23 18:50:02,31.55,48.91,45.88,205.82,,27,969,36.5,26.22,,,,,
19.07.23 18:50:17,31.8,48.91,45.13,206.14,,27,969,36.5,26.22,,,,,
19.07.23 18:50:32,32.05,49.92,44.87,204.23,,27,969,36.5,26.22,,,,,
19.07.23 18:50:47,32.3,52.2,44.62,207.74,,27,969,36.5,26.21,,,,,
19.07.23 18:51:02,32.55,48.4,44.62,205.19,,27,969,36.5,26.18,,,,,
19.07.23 18:51:17,32.8,47.64,44.37,201.7,,27,969,36.5,26.19,,,,,
19.07.23 18:51:32,33.05,48.15,43.12,205.19,,27,969,36.5,26.18,,,,,
19.07.23 18:51:47,33.3,48.91,43.87,205.51,,27,969,36.5,26.18,,,,,
19.07.23 18:52:02,33.55,50.17,44.62,208.38,,27,969,36.5,26.16,,,,,
19.07.23 18:52:17,33.8,56.28,41.87,206.78,,27,969,36.5,26.15,,,,,
19.07.23 18:52:32,34.05,54.24,47.14,204.55,,27,969,36.5,26.15,,,,,
19.07.23 18:52:47,34.3,46.38,42.12,205.19,,27,969,36.5,26.15,,,,,
19.07.23 18:53:02,34.55,46.38,41.62,207.42,,27,969,36.5,26.15,,,,,
19.07.23 18:53:17,34.8,48.4,41.37,204.55,,27,969,36.5,26.14,,,,,
19.07.23 18:53:32,35.05,49.92,40.12,206.78,,27,969,36.5,26.15,,,,,
19.07.23 18:53:47,35.3,45.38,43.62,202.96,,27,969,36.5,26.14,,,,,
19.07.23 18:54:02,35.55,45.88,40.37,205.51,,27,969,36.5,26.14,,,,,
19.07.23 18:54:17,35.8,44.62,39.87,204.55,,27,969,36.5,26.13,,,,,
19.07.23 18:54:32,36.05,44.12,40.12,201.38,,27,969,36.5,26.13,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
