"Plot Title: HOBO19"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058726, SEN S/N: 1058726)","Intensity, Lux (LGR S/N: 1058726, SEN S/N: 1058726)","Host Connected (LGR S/N: 1058726)","Coupler Attached (LGR S/N: 1058726)","Coupler Detached (LGR S/N: 1058726)","Stopped (LGR S/N: 1058726)","End Of File (LGR S/N: 1058726)"
60,07/11/23 04:45:00 PM,27.370,4133.4,,,,,
61,07/11/23 04:50:00 PM,27.567,4305.6,,,,,
62,07/11/23 04:55:00 PM,27.665,3616.7,,,,,
63,07/11/23 05:00:00 PM,27.665,3616.7,,,,,
64,07/11/23 05:05:00 PM,27.665,3272.2,,,,,
65,07/11/23 05:10:00 PM,27.764,3100.0,,,,,
66,07/11/23 05:15:00 PM,27.764,3788.9,,,,,
67,07/11/23 05:20:00 PM,27.764,1808.3,,,,,
68,07/11/23 05:25:00 PM,27.764,2497.2,,,,,
69,07/11/23 05:30:00 PM,27.862,2066.7,,,,,
70,07/11/23 05:35:00 PM,27.764,2669.5,,,,,
71,07/11/23 05:40:00 PM,27.764,1980.6,,,,,
72,07/11/23 05:45:00 PM,27.764,2755.6,,,,,
73,07/11/23 05:50:00 PM,27.862,1722.2,,,,,
74,07/11/23 05:55:00 PM,27.764,1722.2,,,,,
75,07/11/23 06:00:00 PM,27.764,2325.0,,,,,
76,07/11/23 06:05:00 PM,27.862,2238.9,,,,,
77,07/11/23 06:10:00 PM,27.764,2066.7,,,,,
78,07/11/23 06:15:00 PM,27.764,1980.6,,,,,
79,07/11/23 06:20:00 PM,27.764,1980.6,,,,,
80,07/11/23 06:25:00 PM,27.862,1894.5,,,,,
81,07/11/23 06:30:00 PM,27.764,1345.5,,,,,
82,07/11/23 06:35:00 PM,27.665,1722.2,,,,,
83,07/11/23 06:40:00 PM,27.764,1636.1,,,,,
84,07/11/23 06:45:00 PM,27.764,1550.0,,,,,
85,07/11/23 06:50:00 PM,27.764,1377.8,,,,,
86,07/11/23 06:55:00 PM,27.665,1313.2,,,,,
87,07/11/23 07:00:00 PM,27.665,1302.4,,,,,
88,07/11/23 07:05:00 PM,27.764,1302.4,,,,,
89,07/11/23 07:10:00 PM,27.764,1270.1,,,,,
90,07/11/23 07:15:00 PM,27.665,1237.9,,,,,
91,07/11/23 07:20:00 PM,27.665,1141.0,,,,,
92,07/11/23 07:25:00 PM,27.665,990.3,,,,,
93,07/11/23 07:30:00 PM,27.764,818.1,,,,,
94,07/11/23 07:35:00 PM,27.665,688.9,,,,,
95,07/11/23 07:40:00 PM,27.665,484.4,,,,,
96,07/11/23 07:45:00 PM,27.665,387.5,,,,,
97,07/11/23 07:50:00 PM,27.665,269.1,,,,,
98,07/11/23 07:55:00 PM,27.665,226.0,,,,,
99,07/11/23 08:00:00 PM,27.665,215.3,,,,,
100,07/11/23 08:05:00 PM,27.567,183.0,,,,,
101,07/11/23 08:10:00 PM,27.567,118.4,,,,,
102,07/11/23 08:15:00 PM,27.567,64.6,,,,,
103,07/11/23 08:20:00 PM,27.665,32.3,,,,,
104,07/11/23 08:25:00 PM,27.665,0.0,,,,,
105,07/11/23 08:30:00 PM,27.665,0.0,,,,,
106,07/11/23 08:35:00 PM,27.567,0.0,,,,,
107,07/11/23 08:40:00 PM,27.567,0.0,,,,,
108,07/11/23 08:45:00 PM,27.567,0.0,,,,,
109,07/11/23 08:50:00 PM,27.665,0.0,,,,,
110,07/11/23 08:55:00 PM,27.665,0.0,,,,,
111,07/11/23 09:00:00 PM,27.665,0.0,,,,,
112,07/11/23 09:05:00 PM,27.567,0.0,,,,,
113,07/11/23 09:10:00 PM,27.567,0.0,,,,,
114,07/11/23 09:15:00 PM,27.567,0.0,,,,,
115,07/11/23 09:20:00 PM,27.567,0.0,,,,,
116,07/11/23 09:25:00 PM,27.665,0.0,,,,,
117,07/11/23 09:30:00 PM,27.665,0.0,,,,,
118,07/11/23 09:35:00 PM,27.665,0.0,,,,,
119,07/11/23 09:40:00 PM,27.665,0.0,,,,,
120,07/11/23 09:45:00 PM,27.567,0.0,,,,,
121,07/11/23 09:50:00 PM,27.567,0.0,,,,,
122,07/11/23 09:55:00 PM,27.567,0.0,,,,,
123,07/11/23 10:00:00 PM,27.665,0.0,,,,,
124,07/11/23 10:05:00 PM,27.665,0.0,,,,,
125,07/11/23 10:10:00 PM,27.665,0.0,,,,,
126,07/11/23 10:15:00 PM,27.665,0.0,,,,,
127,07/11/23 10:20:00 PM,27.567,0.0,,,,,
128,07/11/23 10:25:00 PM,27.567,0.0,,,,,
129,07/11/23 10:30:00 PM,27.567,0.0,,,,,
130,07/11/23 10:35:00 PM,27.567,0.0,,,,,
131,07/11/23 10:40:00 PM,27.567,0.0,,,,,
132,07/11/23 10:45:00 PM,27.665,0.0,,,,,
133,07/11/23 10:50:00 PM,27.665,0.0,,,,,
134,07/11/23 10:55:00 PM,27.665,0.0,,,,,
135,07/11/23 11:00:00 PM,27.567,0.0,,,,,
136,07/11/23 11:05:00 PM,27.567,0.0,,,,,
137,07/11/23 11:10:00 PM,27.567,0.0,,,,,
138,07/11/23 11:15:00 PM,27.567,0.0,,,,,
139,07/11/23 11:20:00 PM,27.567,0.0,,,,,
140,07/11/23 11:25:00 PM,27.665,0.0,,,,,
141,07/11/23 11:30:00 PM,27.665,0.0,,,,,
142,07/11/23 11:35:00 PM,27.665,0.0,,,,,
143,07/11/23 11:40:00 PM,27.665,0.0,,,,,
144,07/11/23 11:45:00 PM,27.567,0.0,,,,,
145,07/11/23 11:50:00 PM,27.567,0.0,,,,,
146,07/11/23 11:55:00 PM,27.567,0.0,,,,,
147,07/12/23 12:00:00 AM,27.567,0.0,,,,,
148,07/12/23 12:05:00 AM,27.665,0.0,,,,,
149,07/12/23 12:10:00 AM,27.665,0.0,,,,,
150,07/12/23 12:15:00 AM,27.665,0.0,,,,,
151,07/12/23 12:20:00 AM,27.665,0.0,,,,,
152,07/12/23 12:25:00 AM,27.567,0.0,,,,,
153,07/12/23 12:30:00 AM,27.567,0.0,,,,,
154,07/12/23 12:35:00 AM,27.567,0.0,,,,,
155,07/12/23 12:40:00 AM,27.567,0.0,,,,,
156,07/12/23 12:45:00 AM,27.567,0.0,,,,,
157,07/12/23 12:50:00 AM,27.665,0.0,,,,,
158,07/12/23 12:55:00 AM,27.665,0.0,,,,,
159,07/12/23 01:00:00 AM,27.665,0.0,,,,,
160,07/12/23 01:05:00 AM,27.665,0.0,,,,,
161,07/12/23 01:10:00 AM,27.665,0.0,,,,,
162,07/12/23 01:15:00 AM,27.567,0.0,,,,,
163,07/12/23 01:20:00 AM,27.567,0.0,,,,,
164,07/12/23 01:25:00 AM,27.567,0.0,,,,,
165,07/12/23 01:30:00 AM,27.567,0.0,,,,,
166,07/12/23 01:35:00 AM,27.665,0.0,,,,,
167,07/12/23 01:40:00 AM,27.665,0.0,,,,,
168,07/12/23 01:45:00 AM,27.665,0.0,,,,,
169,07/12/23 01:50:00 AM,27.665,0.0,,,,,
170,07/12/23 01:55:00 AM,27.665,0.0,,,,,
171,07/12/23 02:00:00 AM,27.567,0.0,,,,,
172,07/12/23 02:05:00 AM,27.567,0.0,,,,,
173,07/12/23 02:10:00 AM,27.567,0.0,,,,,
174,07/12/23 02:15:00 AM,27.567,0.0,,,,,
175,07/12/23 02:20:00 AM,27.665,0.0,,,,,
176,07/12/23 02:25:00 AM,27.665,0.0,,,,,
177,07/12/23 02:30:00 AM,27.665,0.0,,,,,
178,07/12/23 02:35:00 AM,27.665,0.0,,,,,
179,07/12/23 02:40:00 AM,27.665,0.0,,,,,
180,07/12/23 02:45:00 AM,27.567,0.0,,,,,
181,07/12/23 02:50:00 AM,27.567,0.0,,,,,
182,07/12/23 02:55:00 AM,27.567,0.0,,,,,
183,07/12/23 03:00:00 AM,27.567,0.0,,,,,
184,07/12/23 03:05:00 AM,27.665,0.0,,,,,
185,07/12/23 03:10:00 AM,27.665,0.0,,,,,
186,07/12/23 03:15:00 AM,27.665,0.0,,,,,
187,07/12/23 03:20:00 AM,27.665,0.0,,,,,
188,07/12/23 03:25:00 AM,27.665,0.0,,,,,
189,07/12/23 03:30:00 AM,27.665,0.0,,,,,
190,07/12/23 03:35:00 AM,27.567,0.0,,,,,
191,07/12/23 03:40:00 AM,27.567,0.0,,,,,
192,07/12/23 03:45:00 AM,27.567,0.0,,,,,
193,07/12/23 03:50:00 AM,27.567,0.0,,,,,
194,07/12/23 03:55:00 AM,27.665,0.0,,,,,
195,07/12/23 04:00:00 AM,27.665,0.0,,,,,
196,07/12/23 04:05:00 AM,27.665,0.0,,,,,
197,07/12/23 04:10:00 AM,27.665,0.0,,,,,
198,07/12/23 04:15:00 AM,27.764,0.0,,,,,
199,07/12/23 04:20:00 AM,27.665,0.0,,,,,
200,07/12/23 04:25:00 AM,27.567,0.0,,,,,
201,07/12/23 04:30:00 AM,27.567,0.0,,,,,
202,07/12/23 04:35:00 AM,27.567,0.0,,,,,
203,07/12/23 04:40:00 AM,27.567,0.0,,,,,
204,07/12/23 04:45:00 AM,27.567,0.0,,,,,
205,07/12/23 04:50:00 AM,27.665,0.0,,,,,
206,07/12/23 04:55:00 AM,27.665,0.0,,,,,
207,07/12/23 05:00:00 AM,27.665,0.0,,,,,
208,07/12/23 05:05:00 AM,27.665,0.0,,,,,
209,07/12/23 05:10:00 AM,27.665,0.0,,,,,
210,07/12/23 05:15:00 AM,27.665,0.0,,,,,
211,07/12/23 05:20:00 AM,27.567,0.0,,,,,
212,07/12/23 05:25:00 AM,27.567,0.0,,,,,
213,07/12/23 05:30:00 AM,27.567,0.0,,,,,
214,07/12/23 05:35:00 AM,27.567,0.0,,,,,
215,07/12/23 05:40:00 AM,27.665,0.0,,,,,
216,07/12/23 05:45:00 AM,27.665,0.0,,,,,
217,07/12/23 05:50:00 AM,27.665,0.0,,,,,
218,07/12/23 05:55:00 AM,27.665,0.0,,,,,
219,07/12/23 06:00:00 AM,27.764,0.0,,,,,
220,07/12/23 06:05:00 AM,27.764,0.0,,,,,
221,07/12/23 06:10:00 AM,27.665,0.0,,,,,
222,07/12/23 06:15:00 AM,27.567,32.3,,,,,
223,07/12/23 06:20:00 AM,27.567,43.1,,,,,
224,07/12/23 06:25:00 AM,27.567,86.1,,,,,
225,07/12/23 06:30:00 AM,27.567,139.9,,,,,
226,07/12/23 06:35:00 AM,27.567,193.8,,,,,
227,07/12/23 06:40:00 AM,27.665,215.3,,,,,
228,07/12/23 06:45:00 AM,27.665,279.9,,,,,
229,07/12/23 06:50:00 AM,27.665,322.9,,,,,
230,07/12/23 06:55:00 AM,27.665,376.7,,,,,
231,07/12/23 07:00:00 AM,27.764,495.1,,,,,
232,07/12/23 07:05:00 AM,27.764,559.7,,,,,
233,07/12/23 07:10:00 AM,27.665,667.4,,,,,
234,07/12/23 07:15:00 AM,27.665,731.9,,,,,
235,07/12/23 07:20:00 AM,27.665,1141.0,,,,,
236,07/12/23 07:25:00 AM,27.665,936.5,,,,,
237,07/12/23 07:30:00 AM,27.665,1980.6,,,,,
238,07/12/23 07:35:00 AM,27.665,914.9,,,,,
239,07/12/23 07:40:00 AM,27.665,1119.5,,,,,
240,07/12/23 07:45:00 AM,27.764,1162.5,,,,,
241,07/12/23 07:50:00 AM,27.764,1227.1,,,,,
242,07/12/23 07:55:00 AM,27.862,1377.8,,,,,
243,07/12/23 08:00:00 AM,27.764,1141.0,,,,,
244,07/12/23 08:05:00 AM,27.665,2583.4,,,,,
245,07/12/23 08:10:00 AM,27.665,2497.2,,,,,
246,07/12/23 08:15:00 AM,27.764,2152.8,,,,,
247,07/12/23 08:20:00 AM,27.764,2411.1,,,,,
248,07/12/23 08:25:00 AM,27.862,3788.9,,,,,
249,07/12/23 08:30:00 AM,27.862,2066.7,,,,,
250,07/12/23 08:35:00 AM,27.961,3961.1,,,,,
251,07/12/23 08:40:00 AM,27.961,5511.1,,,,,
252,07/12/23 08:45:00 AM,27.961,5511.1,,,,,
253,07/12/23 08:50:00 AM,27.961,3272.2,,,,,
254,07/12/23 08:55:00 AM,27.862,3616.7,,,,,
255,07/12/23 09:00:00 AM,27.862,3272.2,,,,,
256,07/12/23 09:05:00 AM,27.961,6200.0,,,,,
257,07/12/23 09:10:00 AM,28.060,6200.0,,,,,
258,07/12/23 09:15:00 AM,28.060,3788.9,,,,,
259,07/12/23 09:20:00 AM,27.961,2238.9,,,,,
260,07/12/23 09:25:00 AM,28.060,7233.4,,,,,
261,07/12/23 09:30:00 AM,28.060,8611.2,,,,,
262,07/12/23 09:35:00 AM,28.258,12400.1,,,,,
263,07/12/23 09:40:00 AM,28.060,3444.5,,,,,
264,07/12/23 09:45:00 AM,28.258,19289.0,,,,,
265,07/12/23 09:50:00 AM,28.258,20666.8,,,,,
266,07/12/23 09:55:00 AM,28.357,3444.5,,,,,
267,07/12/23 10:00:00 AM,28.456,17222.3,,,,,
268,07/12/23 10:05:00 AM,28.357,10333.4,,,,,
269,07/12/23 10:10:00 AM,28.357,27555.7,,,,,
270,07/12/23 10:15:00 AM,28.555,11022.3,,,,,
271,07/12/23 10:20:00 AM,28.853,16533.4,,,,,
272,07/12/23 10:25:00 AM,28.853,30311.3,,,,,
273,07/12/23 10:30:00 AM,29.053,35822.5,,,,,
274,07/12/23 10:35:00 AM,29.053,33066.9,,,,,
275,07/12/23 10:40:00 AM,28.258,5166.7,,,,,
276,07/12/23 10:45:00 AM,28.456,37200.2,,,,,
277,07/12/23 10:50:00 AM,28.853,33066.9,,,,,
278,07/12/23 10:55:00 AM,28.853,2669.5,,,,,
279,07/12/23 11:00:00 AM,28.357,3616.7,,,,,
280,07/12/23 11:05:00 AM,28.258,3100.0,,,,,
281,07/12/23 11:10:00 AM,28.655,14466.8,,,,,
282,07/12/23 11:15:00 AM,28.853,27555.7,,,,,
283,07/12/23 11:20:00 AM,28.655,6200.0,,,,,
284,07/12/23 11:25:00 AM,28.853,22044.6,,,,,
285,07/12/23 11:30:00 AM,28.953,20666.8,,,,,
286,07/12/23 11:35:00 AM,28.655,27555.7,,,,,
287,07/12/23 11:40:00 AM,28.853,23422.4,,,,,
288,07/12/23 11:45:00 AM,28.853,18600.1,,,,,
289,07/12/23 11:50:00 AM,28.754,41333.6,,,,,
290,07/12/23 11:55:00 AM,28.853,42711.4,,,,,
291,07/12/23 12:00:00 PM,28.853,7233.4,,,,,
292,07/12/23 12:05:00 PM,29.152,11022.3,,,,,
293,07/12/23 12:10:00 PM,29.053,41333.6,,,,,
294,07/12/23 12:15:00 PM,28.953,11022.3,,,,,
295,07/12/23 12:20:00 PM,28.953,33066.9,,,,,
296,07/12/23 12:25:00 PM,29.352,33066.9,,,,,
297,07/12/23 12:30:00 PM,28.853,8266.7,,,,,
298,07/12/23 12:35:00 PM,28.456,11022.3,,,,,
299,07/12/23 12:40:00 PM,28.357,16533.4,,,,,
300,07/12/23 12:45:00 PM,28.754,22044.6,,,,,
301,07/12/23 12:50:00 PM,28.953,23422.4,,,,,
302,07/12/23 12:55:00 PM,28.953,22044.6,,,,,
303,07/12/23 01:00:00 PM,28.853,14466.8,,,,,
304,07/12/23 01:05:00 PM,28.853,18600.1,,,,,
305,07/12/23 01:10:00 PM,28.754,17222.3,,,,,
306,07/12/23 01:15:00 PM,28.853,23422.4,,,,,
307,07/12/23 01:20:00 PM,28.456,10333.4,,,,,
308,07/12/23 01:25:00 PM,28.555,16533.4,,,,,
309,07/12/23 01:30:00 PM,28.853,30311.3,,,,,
310,07/12/23 01:35:00 PM,28.853,30311.3,,,,,
311,07/12/23 01:40:00 PM,28.655,13089.0,,,,,
312,07/12/23 01:45:00 PM,28.853,16533.4,,,,,
313,07/12/23 01:50:00 PM,28.853,14466.8,,,,,
314,07/12/23 01:55:00 PM,28.754,13089.0,,,,,
315,07/12/23 02:00:00 PM,28.655,11711.2,,,,,
316,07/12/23 02:05:00 PM,28.555,10677.8,,,,,
317,07/12/23 02:10:00 PM,28.555,9644.5,,,,,
318,07/12/23 02:15:00 PM,28.456,9300.1,,,,,
319,07/12/23 02:20:00 PM,28.456,8266.7,,,,,
320,07/12/23 02:25:00 PM,28.456,7577.8,,,,,
321,07/12/23 02:30:00 PM,28.357,9300.1,,,,,
322,07/12/23 02:35:00 PM,28.357,5166.7,,,,,
323,07/12/23 02:40:00 PM,28.159,6200.0,,,,,
324,07/12/23 02:45:00 PM,28.258,5511.1,,,,,
325,07/12/23 02:50:00 PM,28.159,7233.4,,,,,
326,07/12/23 02:55:00 PM,28.060,3961.1,,,,,
327,07/12/23 03:00:00 PM,28.060,3788.9,,,,,
328,07/12/23 03:05:00 PM,27.961,3444.5,,,,,
329,07/12/23 03:10:00 PM,27.961,4133.4,,,,,
330,07/12/23 03:15:00 PM,27.961,2152.8,,,,,
331,07/12/23 03:20:00 PM,28.060,6200.0,,,,,
332,07/12/23 03:25:00 PM,28.060,3961.1,,,,,
333,07/12/23 03:30:00 PM,28.060,6544.5,,,,,
334,07/12/23 03:35:00 PM,28.258,6544.5,,,,,
335,07/12/23 03:40:00 PM,28.060,3788.9,,,,,
336,07/12/23 03:45:00 PM,27.961,1722.2,,,,,
337,07/12/23 03:50:00 PM,28.060,3788.9,,,,,
338,07/12/23 03:55:00 PM,28.060,3616.7,,,,,
339,07/12/23 04:00:00 PM,28.060,3788.9,,,,,
340,07/12/23 04:05:00 PM,27.961,2927.8,,,,,
341,07/12/23 04:10:00 PM,27.961,2755.6,,,,,
342,07/12/23 04:15:00 PM,28.060,3100.0,,,,,
343,07/12/23 04:20:00 PM,27.961,3100.0,,,,,
344,07/12/23 04:25:00 PM,27.961,2927.8,,,,,
345,07/12/23 04:30:00 PM,27.961,5166.7,,,,,
346,07/12/23 04:35:00 PM,27.961,2669.5,,,,,
347,07/12/23 04:40:00 PM,27.961,4477.8,,,,,
348,07/12/23 04:45:00 PM,27.961,2497.2,,,,,
349,07/12/23 04:50:00 PM,27.961,3961.1,,,,,
350,07/12/23 04:55:00 PM,27.862,2238.9,,,,,
351,07/12/23 05:00:00 PM,27.862,1205.6,,,,,
352,07/12/23 05:05:00 PM,27.862,2066.7,,,,,
353,07/12/23 05:10:00 PM,27.764,2325.0,,,,,
354,07/12/23 05:15:00 PM,27.862,2583.4,,,,,
355,07/12/23 05:20:00 PM,27.862,2411.1,,,,,
356,07/12/23 05:25:00 PM,27.764,796.5,,,,,
357,07/12/23 05:30:00 PM,27.764,2066.7,,,,,
358,07/12/23 05:35:00 PM,27.862,2755.6,,,,,
359,07/12/23 05:40:00 PM,27.862,2755.6,,,,,
360,07/12/23 05:45:00 PM,27.862,2669.5,,,,,
361,07/12/23 05:50:00 PM,27.862,2411.1,,,,,
362,07/12/23 05:55:00 PM,27.764,2497.2,,,,,
363,07/12/23 06:00:00 PM,27.862,3100.0,,,,,
364,07/12/23 06:05:00 PM,27.862,3272.2,,,,,
365,07/12/23 06:10:00 PM,27.764,2583.4,,,,,
366,07/12/23 06:15:00 PM,27.764,893.4,,,,,
367,07/12/23 06:20:00 PM,27.764,1334.7,,,,,
368,07/12/23 06:25:00 PM,27.764,2066.7,,,,,
369,07/12/23 06:30:00 PM,27.665,1054.9,,,,,
370,07/12/23 06:35:00 PM,27.764,1722.2,,,,,
371,07/12/23 06:40:00 PM,27.764,1463.9,,,,,
372,07/12/23 06:45:00 PM,27.764,1808.3,,,,,
373,07/12/23 06:50:00 PM,27.665,1808.3,,,,,
374,07/12/23 06:55:00 PM,27.665,1033.3,,,,,
375,07/12/23 07:00:00 PM,27.665,968.8,,,,,
376,07/12/23 07:05:00 PM,27.764,2411.1,,,,,
377,07/12/23 07:10:00 PM,27.764,1894.5,,,,,
378,07/12/23 07:15:00 PM,27.665,871.9,,,,,
379,07/12/23 07:20:00 PM,27.665,1001.0,,,,,
380,07/12/23 07:25:00 PM,27.665,753.5,,,,,
381,07/12/23 07:30:00 PM,27.665,990.3,,,,,
382,07/12/23 07:35:00 PM,27.665,538.2,,,,,
383,07/12/23 07:40:00 PM,27.665,581.3,,,,,
384,07/12/23 07:45:00 PM,27.567,473.6,,,,,
385,07/12/23 07:50:00 PM,27.567,226.0,,,,,
386,07/12/23 07:55:00 PM,27.665,193.8,,,,,
387,07/12/23 08:00:00 PM,27.665,258.3,,,,,
388,07/12/23 08:05:00 PM,27.665,204.5,,,,,
389,07/12/23 08:10:00 PM,27.567,269.1,,,,,
390,07/12/23 08:15:00 PM,27.567,43.1,,,,,
391,07/12/23 08:20:00 PM,27.567,21.5,,,,,
392,07/12/23 08:25:00 PM,27.665,0.0,,,,,
393,07/12/23 08:30:00 PM,27.665,0.0,,,,,
394,07/12/23 08:35:00 PM,27.665,0.0,,,,,
395,07/12/23 08:40:00 PM,27.567,0.0,,,,,
396,07/12/23 08:45:00 PM,27.567,0.0,,,,,
397,07/12/23 08:50:00 PM,27.567,0.0,,,,,
398,07/12/23 08:55:00 PM,27.567,0.0,,,,,
399,07/12/23 09:00:00 PM,27.665,0.0,,,,,
400,07/12/23 09:05:00 PM,27.665,0.0,,,,,
401,07/12/23 09:10:00 PM,27.665,0.0,,,,,
402,07/12/23 09:15:00 PM,27.567,0.0,,,,,
403,07/12/23 09:20:00 PM,27.567,0.0,,,,,
404,07/12/23 09:25:00 PM,27.567,0.0,,,,,
405,07/12/23 09:30:00 PM,27.567,0.0,,,,,
406,07/12/23 09:35:00 PM,27.665,0.0,,,,,
407,07/12/23 09:40:00 PM,27.665,0.0,,,,,
408,07/12/23 09:45:00 PM,27.665,0.0,,,,,
409,07/12/23 09:50:00 PM,27.567,0.0,,,,,
410,07/12/23 09:55:00 PM,27.567,0.0,,,,,
411,07/12/23 10:00:00 PM,27.567,0.0,,,,,
412,07/12/23 10:05:00 PM,27.567,0.0,,,,,
413,07/12/23 10:10:00 PM,27.567,0.0,,,,,
414,07/12/23 10:15:00 PM,27.665,0.0,,,,,
415,07/12/23 10:20:00 PM,27.665,0.0,,,,,
416,07/12/23 10:25:00 PM,27.665,0.0,,,,,
417,07/12/23 10:30:00 PM,27.567,0.0,,,,,
418,07/12/23 10:35:00 PM,27.567,0.0,,,,,
419,07/12/23 10:40:00 PM,27.567,0.0,,,,,
420,07/12/23 10:45:00 PM,27.567,0.0,,,,,
421,07/12/23 10:50:00 PM,27.665,0.0,,,,,
422,07/12/23 10:55:00 PM,27.665,0.0,,,,,
423,07/12/23 11:00:00 PM,27.665,0.0,,,,,
424,07/12/23 11:05:00 PM,27.665,0.0,,,,,
425,07/12/23 11:10:00 PM,27.567,0.0,,,,,
426,07/12/23 11:15:00 PM,27.567,0.0,,,,,
427,07/12/23 11:20:00 PM,27.567,0.0,,,,,
428,07/12/23 11:25:00 PM,27.567,0.0,,,,,
429,07/12/23 11:30:00 PM,27.665,0.0,,,,,
430,07/12/23 11:35:00 PM,27.665,0.0,,,,,
431,07/12/23 11:40:00 PM,27.665,0.0,,,,,
432,07/12/23 11:45:00 PM,27.665,0.0,,,,,
433,07/12/23 11:50:00 PM,27.567,0.0,,,,,
434,07/12/23 11:55:00 PM,27.567,0.0,,,,,
435,07/13/23 12:00:00 AM,27.567,0.0,,,,,
436,07/13/23 12:05:00 AM,27.567,0.0,,,,,
437,07/13/23 12:10:00 AM,27.665,0.0,,,,,
438,07/13/23 12:15:00 AM,27.665,0.0,,,,,
439,07/13/23 12:20:00 AM,27.665,0.0,,,,,
440,07/13/23 12:25:00 AM,27.665,0.0,,,,,
441,07/13/23 12:30:00 AM,27.665,0.0,,,,,
442,07/13/23 12:35:00 AM,27.567,0.0,,,,,
443,07/13/23 12:40:00 AM,27.567,0.0,,,,,
444,07/13/23 12:45:00 AM,27.567,0.0,,,,,
445,07/13/23 12:50:00 AM,27.567,0.0,,,,,
446,07/13/23 12:55:00 AM,27.665,0.0,,,,,
