Measurement Name :,7212023P_run20,,Generated On :,"21/07/2023, 18:03:21",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION

Serial number     : SEBX0009001054      

MUX channel       : ON - 01


PARAMETERS

Sig LED current   : 050

Ref LED current   : 050

Frequency         : 060

Sending interval  : 0000

Pulse lenght      : 06

Red REF comp.     : ON

Temperature comp. : ON


FIRMWARE

ver.4.039.A3.ST   : 04/30/07, 09:14:36

@m01:RDY


",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,
21.07.23 17:29:56,3.03,176.68,165.64,182.71,159.5,186.47,193.47,185.02,221.05,187.34,,30,969,36.5,28.15,
21.07.23 17:30:11,3.28,191.71,183.28,170.71,172.7,189.67,186.76,167.61,195.82,210.71,,30,969,36.5,28.22,
21.07.23 17:30:26,3.53,161.73,172.13,172.7,158.39,179.54,183.86,174.12,213.74,175.54,,30,969,36.5,28.3,
21.07.23 17:30:41,3.78,150.95,165.92,186.47,152.32,180.4,190.83,175.54,199.66,179.54,,30,969,36.5,28.39,
21.07.23 17:30:56,4.03,180.69,160.61,166.76,162,190.83,194.64,168.45,190.54,198.47,,30,969,36.5,28.47,
21.07.23 17:31:11,4.28,166.2,149.03,170.43,158.94,178.4,185.02,165.08,196.41,192,,30,969,36.5,28.54,
21.07.23 17:31:26,4.53,164.52,162,179.26,172.13,194.05,206.81,184.15,208.91,190.25,,30,969,36.5,28.61,
21.07.23 17:31:41,4.78,161.45,169.58,163.96,151.77,161.17,194.64,155.35,200.25,194.94,,30,969,36.5,28.66,
21.07.23 17:31:56,5.03,170.99,137.39,162.28,156.73,180.98,180.12,168.17,195.23,193.17,,30,969,36.5,28.74,
21.07.23 17:32:11,5.28,178.4,158.39,184.15,176.68,178.11,191.42,192.29,201.73,192.88,,30,969,36.5,28.78,
21.07.23 17:32:26,5.53,169.02,177.25,166.76,157.83,174.97,192.59,196.7,205.91,170.43,,30,969,36.5,28.82,
21.07.23 17:32:41,5.78,165.92,173.83,193.17,177.54,185.6,204.41,171.28,201.44,188.79,,30,969,36.5,28.86,
21.07.23 17:32:56,6.03,150.4,155.9,162,170.71,183.86,195.52,182.71,186.18,183.28,,30,969,36.5,28.89,
21.07.23 17:33:11,6.28,196.7,169.86,184.73,191.42,196.41,206.51,190.54,187.92,189.96,,30,969,36.5,28.91,
21.07.23 17:33:26,6.53,175.82,143.59,144.67,170.15,183.86,192.59,157.83,189.96,185.02,,30,969,36.5,28.93,
21.07.23 17:33:41,6.78,172.98,160.61,174.12,162.56,178.4,187.92,172.98,192.29,193.47,,30,969,36.5,28.93,
21.07.23 17:33:56,7.03,189.67,156.45,150.4,181.27,185.31,192.29,172.41,233.73,176.11,,30,969,36.5,28.96,
21.07.23 17:34:11,7.28,185.02,176.97,169.58,195.23,183,211.01,174.4,185.89,179.54,,30,969,36.5,28.97,
21.07.23 17:34:26,7.53,169.02,173.83,165.36,180.4,194.64,198.18,170.99,174.97,184.44,,30,969,36.5,28.97,
21.07.23 17:34:41,7.78,205.61,192.29,175.25,202.63,200.25,205.01,221.66,205.91,195.52,,30,969,36.5,29,
21.07.23 17:34:56,8.03,166.2,176.97,170.71,177.54,195.82,199.66,188.5,207.41,204.41,,30,969,36.5,29.01,
21.07.23 17:35:11,8.28,171.56,153.69,188.21,173.55,194.35,205.91,180.98,192.88,204.41,,30,969,36.5,29.04,
21.07.23 17:35:26,8.53,164.52,186.47,171.28,179.83,189.96,192.59,189.67,210.41,187.34,,30,969,36.5,29.07,
21.07.23 17:35:41,8.78,158.39,184.73,170.15,186.18,197.29,193.17,192,185.31,179.54,,30,969,36.5,29.1,
21.07.23 17:35:56,9.03,185.89,163.96,162,183,192.29,194.64,178.97,167.33,189.67,,30,969,36.5,29.13,
21.07.23 17:36:11,9.28,180.69,188.79,191.42,196.41,201.73,214.34,193.47,202.63,186.76,,30,969,36.5,29.16,
21.07.23 17:36:26,9.53,170.43,191.42,176.68,203.52,172.7,198.77,203.22,184.73,202.33,,30,969,36.5,29.21,
21.07.23 17:36:41,9.78,194.94,199.95,179.54,200.55,187.34,209.51,202.33,195.52,198.18,,30,969,36.5,29.24,
21.07.23 17:36:56,10.03,198.77,189.96,161.17,194.05,192.29,213.13,188.79,224.12,194.94,,30,969,36.5,29.26,
21.07.23 17:37:11,10.28,212.22,192.88,164.8,202.63,199.95,212.22,199.95,193.47,191.12,,30,969,36.5,29.32,
21.07.23 17:37:26,10.53,200.84,208.91,194.05,211.62,196.11,216.47,225.04,198.18,202.33,,30,969,36.5,29.36,
21.07.23 17:37:41,10.78,190.83,197.88,198.77,206.81,199.66,217.68,188.5,191.42,205.31,,30,969,36.5,29.39,
21.07.23 17:37:56,11.03,213.74,206.21,171.84,197.59,195.82,212.22,215.55,190.83,185.89,,30,969,36.5,29.44,
21.07.23 17:38:11,11.28,186.18,188.21,189.08,198.47,185.89,220.74,202.92,207.11,195.52,,30,969,36.5,29.47,
21.07.23 17:38:26,11.53,188.79,188.21,192.59,208.61,200.84,200.84,221.35,188.79,167.33,,30,969,36.5,29.51,
21.07.23 17:38:41,11.78,192.88,215.86,202.92,203.22,209.21,228.13,225.04,221.97,212.83,,30,969,36.5,29.55,
21.07.23 17:38:56,12.03,196.11,204.71,184.73,196.7,186.18,207.71,214.64,196.41,175.54,,30,969,36.5,29.6,
21.07.23 17:39:11,12.28,200.25,201.73,183.28,192.29,186.18,206.81,214.64,197.88,180.69,,30,969,36.5,29.64,
21.07.23 17:39:26,12.53,182.13,207.11,207.41,205.91,195.52,219.21,217.08,203.82,165.36,,30,969,36.5,29.68,
21.07.23 17:39:42,12.8,202.03,200.55,169.3,216.77,192.88,211.92,224.73,192.88,186.18,,30,969,36.5,29.72,
21.07.23 17:39:56,13.03,182.42,217.08,192.29,217.68,196.41,215.55,217.68,190.54,197.29,,30,969,36.5,29.76,
21.07.23 17:40:11,13.28,203.22,199.36,185.31,199.95,196.7,228.44,208.61,206.81,211.32,,30,969,36.5,29.8,
21.07.23 17:40:27,13.55,198.77,214.95,183.57,204.41,197.88,220.74,219.21,212.22,185.89,,30,969,36.5,29.83,
21.07.23 17:40:41,13.78,187.92,206.81,180.69,199.66,196.7,211.92,232.49,193.47,172.7,,30,969,36.5,29.88,
21.07.23 17:40:56,14.03,217.38,221.97,189.96,210.71,190.83,226.59,211.01,203.52,202.92,,30,969,36.5,29.91,
21.07.23 17:41:11,14.28,204.71,199.36,188.5,205.01,200.84,229.06,244.13,208.91,194.05,,30,969,36.5,29.96,
21.07.23 17:41:27,14.55,218.29,226.59,193.76,213.13,196.41,232.17,219.82,198.47,210.71,,30,969,36.5,29.99,
21.07.23 17:41:41,14.78,208.01,200.25,199.95,212.52,199.06,227.2,229.06,208.31,195.52,,30,969,36.5,30.01,
21.07.23 17:41:56,15.03,200.84,204.71,206.21,213.43,189.37,220.74,230.62,223.19,211.92,,30,969,36.5,30.04,969D6-(E1);
21.07.23 17:42:11,15.28,211.01,241.28,183.86,216.16,197.88,218.6,226.28,200.25,210.41,,30,969,36.5,30.08,
21.07.23 17:42:26,15.53,205.91,215.55,184.15,210.41,206.81,222.58,217.99,208.61,189.08,,30,969,36.5,30.11,
21.07.23 17:42:41,15.78,204.12,207.11,190.83,223.19,206.21,237.18,246.36,203.22,208.91,,30,969,36.5,30.13,
21.07.23 17:42:56,16.03,203.82,240.02,202.03,218.29,223.5,237.5,238.44,226.89,192.88,,30,969,36.5,30.15,
21.07.23 17:43:12,16.3,203.82,220.43,176.11,206.21,192.88,217.99,231.24,207.41,205.61,,30,969,36.5,30.18,
21.07.23 17:43:26,16.53,219.82,246.36,196.41,215.25,192.88,243.18,255.35,217.68,207.11,,30,969,36.5,30.21,
21.07.23 17:43:41,16.78,186.18,212.52,180.69,209.21,195.23,215.55,230.31,188.5,163.4,,30,969,36.5,30.24,
21.07.23 17:43:56,17.03,198.77,240.96,195.23,228.75,198.47,236.55,230.62,221.05,202.33,,30,969,36.5,30.26,
21.07.23 17:44:12,17.3,240.02,209.51,209.81,223.19,216.77,225.97,254.38,200.55,202.03,,30,969,36.5,30.28,
21.07.23 17:44:26,17.53,208.91,228.13,192.88,222.27,208.61,248.28,244.13,200.25,216.16,,30,969,36.5,30.3,
21.07.23 17:44:41,17.78,213.13,219.52,195.52,214.34,213.43,232.17,240.33,188.5,204.41,,30,969,36.5,30.33,
21.07.23 17:44:56,18.03,214.04,218.6,198.47,204.71,204.12,230.62,253.41,221.66,197,,30,969,36.5,30.36,
21.07.23 17:45:12,18.3,217.68,233.73,199.36,228.44,225.04,234.99,261.52,182.42,199.66,,30,969,36.5,30.38,
21.07.23 17:45:27,18.55,194.94,249.24,169.3,220.74,194.64,214.95,235.61,210.71,175.82,,30,969,36.5,30.4,
21.07.23 17:45:41,18.78,213.74,203.22,179.26,202.92,197.59,223.5,261.85,211.92,180.4,,30,969,36.5,30.43,
21.07.23 17:45:56,19.03,206.81,237.5,194.35,225.97,200.25,215.86,259.24,210.41,199.06,,30,969,36.5,30.46,
21.07.23 17:46:11,19.28,219.21,237.81,188.5,217.99,207.71,234.99,245.72,217.38,200.84,,30,969,36.5,30.49,
21.07.23 17:46:27,19.55,217.68,256,202.33,204.41,210.41,237.81,251.8,217.68,203.22,,30,969,36.5,30.51,
21.07.23 17:46:42,19.8,234.05,253.73,198.77,219.82,225.97,243.81,280.73,223.5,222.27,,30,969,36.5,30.54,
21.07.23 17:46:57,20.05,189.08,268.08,180.12,224.12,202.33,210.41,257.94,203.52,214.64,,30,969,36.5,30.58,
21.07.23 17:47:12,20.3,227.2,250.84,207.41,219.82,212.22,257.94,262.17,188.21,201.73,,30,969,36.5,30.61,
21.07.23 17:47:27,20.55,207.41,238.44,197.29,212.52,218.91,241.28,262.83,188.21,177.54,,30,969,36.5,30.61,969D6-(E1);
21.07.23 17:47:42,20.8,235.93,263.48,194.94,217.99,214.64,229.99,244.77,209.81,209.21,,30,969,36.5,30.65,
21.07.23 17:47:57,21.05,224.73,242.86,195.82,217.38,210.11,239.7,273.05,208.01,172.41,,30,969,36.5,30.68,
21.07.23 17:48:12,21.3,224.12,254.38,209.51,230.31,208.31,223.5,264.46,214.64,210.11,,30,969,36.5,30.69,
21.07.23 17:48:27,21.55,214.95,231.86,197.59,236.55,212.83,233.73,255.67,209.51,203.82,,30,969,36.5,30.72,
21.07.23 17:48:42,21.8,210.41,268.41,189.37,223.81,208.91,221.66,251.48,202.03,211.62,,30,969,36.5,30.75,
21.07.23 17:48:57,22.05,231.24,248.6,200.55,217.68,214.95,269.07,267.09,222.27,205.61,,30,969,36.5,30.76,
21.07.23 17:49:12,22.3,233.42,261.19,221.05,219.21,216.77,244.13,254.7,220.43,194.05,,30,969,36.5,30.78,
21.07.23 17:49:27,22.55,230.62,257.62,199.06,221.66,199.36,246.04,262.83,213.43,192.59,,30,969,36.5,30.8,
21.07.23 17:49:42,22.8,236.87,278.72,231.24,237.18,229.68,258.26,293.63,212.22,216.16,,30,969,36.5,30.82,
21.07.23 17:49:57,23.05,226.59,280.73,226.89,231.86,210.71,255.03,289.53,202.92,202.92,,30,969,36.5,30.83,
21.07.23 17:50:12,23.3,237.81,247,202.92,229.37,212.52,252.77,287.83,224.73,206.21,,30,969,36.5,30.86,
21.07.23 17:50:27,23.55,218.91,241.6,226.89,210.41,220.74,234.36,248.92,184.15,205.01,,30,969,36.5,30.86,
21.07.23 17:50:42,23.8,227.51,269.4,199.66,230.62,204.71,253.09,260.22,197.88,224.73,,30,969,36.5,30.88,969D2-(E1);
21.07.23 17:50:57,24.05,243.5,262.5,203.82,229.68,233.11,247,267.42,193.76,200.55,,30,969,36.5,30.9,969D2-(E1);
21.07.23 17:51:12,24.3,240.33,278.38,218.6,250.52,209.21,263.81,286.13,206.81,206.51,,30,969,36.5,30.91,
21.07.23 17:51:27,24.55,244.77,262.83,212.52,222.27,202.63,247.64,283.43,208.91,205.31,,30,969,36.5,30.91,
21.07.23 17:51:42,24.8,231.24,276.71,211.62,237.18,210.41,260.54,293.98,188.79,227.2,,30,969,36.5,30.94,
21.07.23 17:51:57,25.05,226.28,244.77,207.11,219.52,205.01,235.93,269.07,202.63,172.7,,30,969,36.5,30.96,
21.07.23 17:52:12,25.3,243.81,258.59,194.35,230.31,211.32,248.28,285.46,194.35,185.89,,30,969,36.5,30.96,
21.07.23 17:52:27,25.55,263.15,277.04,197.29,234.67,220.74,264.46,278.72,195.52,197,,30,969,36.5,30.97,
21.07.23 17:52:42,25.8,230.93,297.42,208.61,223.81,187.92,266.76,311.36,231.24,192.59,,30,969,36.5,30.97,
21.07.23 17:52:57,26.05,241.6,260.54,245.72,236.24,203.22,262.83,229.99,233.11,193.76,,30,969,36.5,30.99,969D6-(E1);
21.07.23 17:53:12,26.3,221.97,242.23,195.52,240.65,219.21,243.5,291.24,198.77,182.13,,30,969,36.5,30.99,
21.07.23 17:53:27,26.55,240.65,265.78,210.41,229.06,222.58,260.87,287.83,215.86,202.63,,30,969,36.5,31,
21.07.23 17:53:42,26.8,250.2,279.72,209.21,229.68,218.91,267.42,297.07,222.58,207.41,,30,969,36.5,31,
21.07.23 17:53:57,27.05,219.82,277.04,225.04,254.38,208.01,270.72,283.76,200.25,199.06,,30,969,36.5,31,969D6-(E1);
21.07.23 17:54:12,27.3,239.07,292.95,229.68,234.36,226.89,272.71,304.7,219.52,207.71,,30,969,36.5,31.01,
21.07.23 17:54:27,27.55,259.24,284.1,228.13,235.61,202.63,257.62,303.31,206.51,215.25,,30,969,36.5,31.01,969D2-(E1);
21.07.23 17:54:42,27.8,244.77,274.38,218.6,241.28,206.81,256,310.3,223.81,206.81,,30,969,36.5,31.01,
21.07.23 17:54:57,28.05,286.47,283.43,219.21,224.12,212.83,263.15,281.07,185.02,181.84,,30,969,36.5,31.01,
21.07.23 17:55:12,28.3,247.32,280.73,205.91,243.81,228.13,225.66,312.06,246.68,189.08,,30,969,36.5,31.01,
21.07.23 17:55:27,28.55,228.75,297.42,209.51,233.73,216.47,268.74,290.21,189.67,206.81,,30,969,36.5,31.03,969D6-(E1);
21.07.23 17:55:42,28.8,259.56,282.75,223.5,242.23,229.68,246.68,314.89,198.77,211.01,,30,969,36.5,31.01,969D6-(E1);
21.07.23 17:55:57,29.05,230.93,283.43,210.71,234.05,219.82,265.12,297.42,202.92,183.28,,30,969,36.5,31.03,969D6-(E1);
21.07.23 17:56:12,29.3,246.36,289.87,227.51,250.2,198.47,279.39,279.05,208.31,202.63,,30,969,36.5,31.03,
21.07.23 17:56:27,29.55,247.32,286.13,212.83,245.4,211.62,271.39,267.42,172.7,187.63,,30,969,36.5,31.03,
21.07.23 17:56:42,29.8,247.32,304,214.34,240.96,238.75,271.72,296.04,212.83,191.71,,30,969,36.5,31.01,
21.07.23 17:56:57,30.05,267.09,305.4,220.13,242.86,213.43,282.42,311.71,211.32,202.92,,30,969,36.5,31.01,
21.07.23 17:57:12,30.3,235.3,323.09,233.73,246.68,224.73,281.07,288.17,202.03,225.35,,30,969,36.5,31.01,
21.07.23 17:57:27,30.55,240.33,295.01,218.91,248.28,232.8,267.75,317.02,200.84,221.05,,30,969,36.5,31.01,969D2-(E1);
21.07.23 17:57:42,30.8,235.61,302.96,211.92,263.81,224.12,268.41,292.95,188.21,187.05,,30,969,36.5,31.01,
21.07.23 17:57:57,31.05,216.47,273.38,215.25,240.33,201.14,278.05,275.71,157,174.4,,30,969,36.5,31.01,
21.07.23 17:58:12,31.3,236.87,293.29,216.77,236.24,211.32,255.35,283.43,207.11,205.31,,30,969,36.5,31.01,
21.07.23 17:58:27,31.55,248.6,301.57,230.93,256.97,211.32,273.71,274.71,202.63,183.28,,30,969,36.5,31,
21.07.23 17:58:42,31.8,246.68,300.18,211.62,252.12,230.62,278.05,322.73,230.62,207.71,,30,969,36.5,31,
21.07.23 17:58:57,32.05,261.52,313.83,247.64,258.91,223.5,258.91,291.92,217.08,211.62,,30,969,36.5,30.97,
21.07.23 17:59:12,32.3,252.12,312.42,238.44,265.12,245.72,280.73,298.45,206.81,189.08,,30,969,36.5,30.97,
21.07.23 17:59:27,32.55,266.43,314.18,197,268.41,224.12,279.39,315.96,218.91,200.55,,30,969,36.5,30.97,969D6-(E1);
21.07.23 17:59:42,32.8,254.06,322.73,229.68,257.94,229.99,277.38,311.71,210.11,183.86,,30,969,36.5,30.96,
21.07.23 17:59:57,33.05,257.94,324.88,233.11,268.41,216.47,250.52,285.79,213.43,187.63,,30,969,36.5,30.97,
21.07.23 18:00:12,33.3,282.08,332.84,229.37,215.25,204.71,292.95,288.17,173.83,166.48,,30,969,36.5,30.93,
21.07.23 18:00:27,33.55,249.56,347.93,263.15,277.71,228.75,275.38,304.35,208.31,187.34,,30,969,36.5,30.94,
21.07.23 18:00:42,33.8,256.64,332.48,220.43,247.64,214.64,274.38,306.45,193.76,162.84,,30,969,36.5,30.93,
21.07.23 18:00:57,34.05,240.65,299.14,237.18,273.05,228.44,281.07,334.66,197.29,197,,30,969,36.5,30.93,
21.07.23 18:01:12,34.3,235.93,332.48,267.75,263.81,229.06,271.39,307.85,227.82,197.59,,30,969,36.5,30.93,
21.07.23 18:01:27,34.55,248.92,277.71,220.13,257.29,220.74,275.38,316.31,198.47,182.42,,30,969,36.5,30.93,
21.07.23 18:01:42,34.8,252.77,305.75,250.84,259.24,231.24,277.38,333.57,192.29,205.31,,30,969,36.5,30.94,
21.07.23 18:01:57,35.05,230.31,312.06,229.37,252.12,225.66,267.75,311.01,236.55,213.74,,30,969,36.5,30.93,
21.07.23 18:02:12,35.3,253.73,337.59,203.82,267.09,226.28,264.14,296.73,225.97,208.31,,30,969,36.5,30.96,
21.07.23 18:02:27,35.55,268.41,317.73,221.35,261.19,245.09,286.47,323.45,193.47,191.12,,30,969,36.5,30.96,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
